State	Network	Proximity	Price
TX	Not on Zayo Network	29432.15	747803.75
TX	Not on Zayo Network	26758.01	680950.25
TX	Not on Zayo Network	1265.1	43627.50
TX	Not on Zayo Network	3886.36	109159.00
TX	Not on Zayo Network	1241.65	43041.25
TX	Not on Zayo Network	506.62	24665.50
TX	Not on Zayo Network	9031.63	237790.75
TX	Not on Zayo Network	2540.99	75524.75
TX	Not on Zayo Network	1673.45	53836.25
TX	Not on Zayo Network	11167.14	291178.50
TX	Not on Zayo Network	12877.58	333939.50
TX	Not on Zayo Network	7422.07	197551.75
TX	Not on Zayo Network	1310.55	44763.75
TX	Not on Zayo Network	21977.53	561438.25
TX	Not on Zayo Network	19417.14	497428.50
TX	Not on Zayo Network	309.72	30583.20
TX	Not on Zayo Network	2356.82	70920.50
TX	Not on Zayo Network	23724.67	605116.75
TX	Not on Zayo Network	24203.48	617087.00
TX	Not on Zayo Network	1049.87	38246.75
TX	Not on Zayo Network	1640.45	53011.25
TX	Not on Zayo Network	2507.83	74695.75
TX	Not on Zayo Network	5965.4	161135.00
TX	Not on Zayo Network	12062.26	313556.50
TX	Not on Zayo Network	9198.25	241956.25
TX	Not on Zayo Network	445.01	38700.60
TX	Not on Zayo Network	809.17	32229.25
TX	On Zayo Network	90.53	17431.80
TX	Not on Zayo Network	38.46	14307.60
TX	Not on Zayo Network	50.72	15043.20
GA	Not on Zayo Network	1804.67	53312.08
CO	Not on Zayo Network	236.96	23063.20
TX	Not on Zayo Network	299.18	29950.80
GA	Not on Zayo Network	2612.92	72710.08
CO	On Zayo Network	542.49	28674.70
GA	Not on Zayo Network	2678.1	74274.40
CO	Not on Zayo Network	6657.52	212125.60
CO	Not on Zayo Network	620.96	31028.80
CO	Not on Zayo Network	308.58	26286.10
CO	Not on Zayo Network	1647.37	61821.10
CO	Not on Zayo Network	1740.87	64626.10
CO	Not on Zayo Network	477.27	33877.15
CO	Not on Zayo Network	99.71	16886.95
CO	Not on Zayo Network	488.97	34403.65
CO	Not on Zayo Network	1349.33	52879.90
CO	Not on Zayo Network	514.63	27838.90
CO	Not on Zayo Network	1029.16	43274.80
CO	Not on Zayo Network	36934.66	1120439.80
CO	Not on Zayo Network	8528.11	268243.30
CO	Not on Zayo Network	940.68	40620.40
CO	Not on Zayo Network	415.15	31081.75
CO	Not on Zayo Network	451.51	32717.95
CO	Not on Zayo Network	683.73	32911.90
CO	Not on Zayo Network	596.17	30285.10
CO	Not on Zayo Network	1319.91	51997.30
CO	Not on Zayo Network	1336.82	52504.60
CO	Not on Zayo Network	2344.42	82732.60
CO	Not on Zayo Network	778.13	35743.90
CO	Not on Zayo Network	659.7	32191.00
CO	Not on Zayo Network	5331.4	172342.00
CO	Not on Zayo Network	1374	53620.00
CO	Not on Zayo Network	2.71	12521.95
CO	Not on Zayo Network	968.96	41468.80
CO	Not on Zayo Network	689.24	33077.20
CO	Not on Zayo Network	906.4	39592.00
CO	Not on Zayo Network	1993.29	72198.70
CO	Not on Zayo Network	475.86	33813.70
CO	Not on Zayo Network	37.1	14069.50
CO	Not on Zayo Network	549.87	28896.10
CO	Not on Zayo Network	2691.29	93138.70
CO	Not on Zayo Network	466.19	33378.55
CO	Not on Zayo Network	289.29	25418.05
CO	Not on Zayo Network	425.23	31535.35
CO	Not on Zayo Network	511.2	27736.00
CO	Not on Zayo Network	1574.69	59640.70
CO	Not on Zayo Network	384.8	29716.00
CO	Not on Zayo Network	966.25	41387.50
CO	Not on Zayo Network	568.83	29464.90
CO	Not on Zayo Network	3450.39	115911.70
CO	Build in Progress	20.52	13323.40
CO	Not on Zayo Network	441.42	32263.90
CO	Not on Zayo Network	3588.18	120045.40
CO	Not on Zayo Network	252.82	23776.90
CO	Not on Zayo Network	64.23	15290.35
CO	Not on Zayo Network	28.64	13688.80
CO	Not on Zayo Network	1032.03	43360.90
CO	Not on Zayo Network	26.52	13593.40
CO	Not on Zayo Network	1197.17	48315.10
CO	Not on Zayo Network	1.78	12480.10
CO	Not on Zayo Network	540.81	28624.30
CO	Not on Zayo Network	457.76	32999.20
CO	Not on Zayo Network	2428.15	85244.50
CO	Not on Zayo Network	1432.21	55366.30
CO	Not on Zayo Network	99.62	16882.90
CO	Not on Zayo Network	1287.17	51015.10
CO	Not on Zayo Network	456.69	32951.05
CO	Not on Zayo Network	1788.32	66049.60
CO	Not on Zayo Network	1727.16	64214.80
CO	Not on Zayo Network	1398.26	54347.80
CO	Not on Zayo Network	2347.92	82837.60
CO	Not on Zayo Network	486.72	34302.40
CO	Not on Zayo Network	1.56	12470.20
CO	Not on Zayo Network	30.31	13763.95
CO	Not on Zayo Network	2045.79	73773.70
CO	Not on Zayo Network	743.22	34696.60
CO	Not on Zayo Network	1605.53	60565.90
CO	Not on Zayo Network	289.74	25438.30
CO	Not on Zayo Network	976.91	41707.30
CO	Not on Zayo Network	2744.3	94729.00
CO	Not on Zayo Network	1386.29	53988.70
CO	Not on Zayo Network	174.31	20243.95
CO	Not on Zayo Network	1122.07	46062.10
CO	Not on Zayo Network	937.76	40532.80
CO	Not on Zayo Network	514.78	27843.40
CO	Not on Zayo Network	937.96	40538.80
CO	Not on Zayo Network	415.7	31106.50
CO	Not on Zayo Network	1443.36	55700.80
CO	Not on Zayo Network	7632.02	241360.60
CO	Not on Zayo Network	456.21	32929.45
CO	Not on Zayo Network	2168.56	77456.80
CO	Not on Zayo Network	854.98	38049.40
CO	Not on Zayo Network	1.69	12476.05
CO	Not on Zayo Network	1613.64	60809.20
CO	Not on Zayo Network	882.7	38881.00
CO	Not on Zayo Network	2745.47	94764.10
CO	Not on Zayo Network	2.78	12525.10
CO	Not on Zayo Network	1178.68	47760.40
CO	Not on Zayo Network	13.8	13021.00
CO	Not on Zayo Network	1169.54	47486.20
CO	Not on Zayo Network	2796.03	96280.90
CO	Not on Zayo Network	1115.07	45852.10
CO	Not on Zayo Network	642	31660.00
CO	Not on Zayo Network	472.44	33659.80
CO	Not on Zayo Network	2968.14	101444.20
CO	Not on Zayo Network	912.14	39764.20
CO	Not on Zayo Network	663.53	32305.90
CO	Not on Zayo Network	1533.11	58393.30
CO	Not on Zayo Network	575.95	29678.50
CO	Not on Zayo Network	677.51	32725.30
CO	Not on Zayo Network	542.25	28667.50
CO	Not on Zayo Network	5561.25	179237.50
CO	Not on Zayo Network	789.49	36084.70
CO	Not on Zayo Network	671.49	32544.70
CO	Not on Zayo Network	9.45	12825.25
CO	Not on Zayo Network	18.87	13249.15
CO	Not on Zayo Network	865.15	38354.50
CO	Not on Zayo Network	2518.43	87952.90
CO	Not on Zayo Network	734.23	34426.90
CO	Not on Zayo Network	1924.83	70144.90
CO	Not on Zayo Network	1699.49	63384.70
CO	Not on Zayo Network	885.5	38965.00
CO	Not on Zayo Network	1383.13	53893.90
CO	Not on Zayo Network	689.54	33086.20
CO	Not on Zayo Network	708.05	33641.50
CO	Not on Zayo Network	561.88	29256.40
CO	Not on Zayo Network	1545.62	58768.60
CO	Build in Progress	1871.52	68545.60
CO	Not on Zayo Network	936.61	40498.30
CO	Not on Zayo Network	726.42	34192.60
CO	Not on Zayo Network	618.31	30949.30
CO	Not on Zayo Network	1469.31	56479.30
CO	Not on Zayo Network	1486.94	57008.20
CO	Not on Zayo Network	772.01	35560.30
CO	Not on Zayo Network	6836.67	217500.10
CO	Not on Zayo Network	9.43	12824.35
CO	Not on Zayo Network	903.51	39505.30
CO	Not on Zayo Network	2161.82	77254.60
CO	Not on Zayo Network	943.44	40703.20
CO	Not on Zayo Network	3416.78	114903.40
CO	Not on Zayo Network	958.22	41146.60
CO	Not on Zayo Network	688.29	33048.70
CO	Not on Zayo Network	6691.76	213152.80
CO	Not on Zayo Network	2134.02	76420.60
CO	Not on Zayo Network	3428.97	115269.10
CO	Not on Zayo Network	1038.63	43558.90
CO	Not on Zayo Network	1934.35	70430.50
CO	Not on Zayo Network	426.43	31589.35
CO	Not on Zayo Network	2200.2	78406.00
CO	Not on Zayo Network	1490.48	57114.40
CO	Not on Zayo Network	2043.21	73696.30
CO	Not on Zayo Network	2184.61	77938.30
CO	Not on Zayo Network	1975.69	71670.70
CO	Not on Zayo Network	2335.17	82455.10
CO	Not on Zayo Network	1059.22	44176.60
CO	Not on Zayo Network	2794.62	96238.60
CO	Not on Zayo Network	2015.51	72865.30
CO	Not on Zayo Network	125.8	18061.00
CO	Not on Zayo Network	3478.48	116754.40
CO	Not on Zayo Network	1694.39	63231.70
CO	Not on Zayo Network	2837.28	97518.40
CO	Not on Zayo Network	2071.81	74554.30
CO	Not on Zayo Network	809.88	36696.40
CO	Not on Zayo Network	56221.21	1699036.30
CO	Not on Zayo Network	3820.12	127003.60
CO	Not on Zayo Network	747.56	34826.80
CO	Not on Zayo Network	2348.73	82861.90
CO	Not on Zayo Network	3245.49	109764.70
CO	Not on Zayo Network	3185.44	107963.20
CO	Not on Zayo Network	931.65	40349.50
CO	Not on Zayo Network	2464.19	86325.70
CO	Not on Zayo Network	2994.32	102229.60
CO	Not on Zayo Network	3460.85	116225.50
CO	Not on Zayo Network	2191.2	78136.00
CO	Not on Zayo Network	1138.98	46569.40
CO	Not on Zayo Network	404.2	30589.00
CO	Not on Zayo Network	1715.58	63867.40
CO	Not on Zayo Network	429.41	31723.45
CO	Not on Zayo Network	1698.71	63361.30
CO	Not on Zayo Network	1645.56	61766.80
CO	Not on Zayo Network	2346.58	82797.40
CO	Not on Zayo Network	1822.26	67067.80
CO	Not on Zayo Network	528.64	28259.20
CO	Not on Zayo Network	1605.97	60579.10
CO	Not on Zayo Network	2318.55	81956.50
CO	Not on Zayo Network	1000.31	42409.30
CO	Not on Zayo Network	747.47	34824.10
CO	Not on Zayo Network	1827.08	67212.40
CO	Not on Zayo Network	1886.45	68993.50
CO	Not on Zayo Network	1331	52330.00
CO	Not on Zayo Network	28.98	13704.10
CO	Not on Zayo Network	2009.94	72698.20
CO	Not on Zayo Network	1652.67	61980.10
CO	Not on Zayo Network	2257.36	80120.80
CO	Not on Zayo Network	780.34	35810.20
CO	Not on Zayo Network	2053.66	74009.80
CO	Not on Zayo Network	2211.16	78734.80
CO	Not on Zayo Network	35006.45	1062593.50
CO	Not on Zayo Network	2723.3	94099.00
CO	Not on Zayo Network	2352.32	82969.60
CO	Not on Zayo Network	1207.86	48635.80
CO	Not on Zayo Network	34304.3	1041529.00
CO	Not on Zayo Network	236.49	23042.05
CO	Not on Zayo Network	487.14	34321.30
CO	Not on Zayo Network	279.31	24968.95
CO	Not on Zayo Network	2802.63	96478.90
CO	Not on Zayo Network	2212.63	78778.90
CO	Not on Zayo Network	551.05	28931.50
CO	Not on Zayo Network	2166.39	77391.70
CO	Not on Zayo Network	534.82	28444.60
CO	Not on Zayo Network	446.89	32510.05
CO	Not on Zayo Network	670.64	32519.20
CO	Not on Zayo Network	1537.76	58532.80
CO	Not on Zayo Network	1588.47	60054.10
CO	Not on Zayo Network	3041.31	103639.30
CO	Not on Zayo Network	17.45	13185.25
CO	Not on Zayo Network	37252.48	1129974.40
CO	Not on Zayo Network	1753.14	64994.20
CO	Not on Zayo Network	1128.09	46242.70
CO	Not on Zayo Network	1531.96	58358.80
CO	Not on Zayo Network	1725.03	64150.90
CO	Not on Zayo Network	249.28	23617.60
CO	Not on Zayo Network	1562.04	59261.20
CO	Not on Zayo Network	1180.27	47808.10
CO	Not on Zayo Network	1973.96	71618.80
CO	Not on Zayo Network	1759.12	65173.60
CO	Not on Zayo Network	10627.29	331218.70
CO	Not on Zayo Network	1262.18	50265.40
CO	Not on Zayo Network	2122.57	76077.10
CO	Not on Zayo Network	181.72	20577.40
CO	Not on Zayo Network	6286.68	201000.40
CO	Not on Zayo Network	2651.5	91945.00
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	1613.08	60792.40
CO	Not on Zayo Network	1912.32	69769.60
CO	Not on Zayo Network	650.56	31916.80
CO	Not on Zayo Network	2984.61	101938.30
CO	Not on Zayo Network	943.17	40695.10
CO	Not on Zayo Network	1120.86	46025.80
CO	Not on Zayo Network	1842.31	67669.30
CO	Not on Zayo Network	731.68	34350.40
CO	Not on Zayo Network	797.89	36336.70
CO	Not on Zayo Network	2339.91	82597.30
CO	Not on Zayo Network	2945.78	100773.40
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	2898.43	99352.90
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	717.19	33915.70
CO	Not on Zayo Network	1766.67	65400.10
CO	Not on Zayo Network	263.72	24267.40
CO	Not on Zayo Network	303.67	26065.15
CO	Not on Zayo Network	1750.82	64924.60
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	209.08	21808.60
CO	Not on Zayo Network	1724.01	64120.30
CO	Not on Zayo Network	1762.38	65271.40
CO	Not on Zayo Network	643.19	31695.70
CO	Not on Zayo Network	154.44	19349.80
CO	Not on Zayo Network	533.27	28398.10
CO	Not on Zayo Network	1762.47	65274.10
CO	Not on Zayo Network	745.3	34759.00
CO	Not on Zayo Network	1611.33	60739.90
CO	Not on Zayo Network	839.91	37597.30
CO	Not on Zayo Network	103.44	17054.80
CO	Not on Zayo Network	478.63	33938.35
CO	Not on Zayo Network	1762.55	65276.50
CO	Not on Zayo Network	1764.59	65337.70
CO	Not on Zayo Network	52.45	14760.25
CO	Not on Zayo Network	423.99	31479.55
CO	Not on Zayo Network	1762.63	65278.90
CO	Not on Zayo Network	202.53	21513.85
CO	Not on Zayo Network	1684.9	62947.00
CO	Not on Zayo Network	1393.29	54198.70
CO	Not on Zayo Network	945.22	40756.60
CO	Not on Zayo Network	332.14	27346.30
CO	Not on Zayo Network	6544.18	208725.40
CO	Not on Zayo Network	833.18	37395.40
CO	Not on Zayo Network	437.49	32087.05
CO	Not on Zayo Network	2007.37	72621.10
CO	Not on Zayo Network	1000.87	42426.10
CO	Not on Zayo Network	1944.26	70727.80
CO	Not on Zayo Network	669.13	32473.90
CO	Not on Zayo Network	1912.84	69785.20
CO	Not on Zayo Network	1014.62	42838.60
CO	Not on Zayo Network	1963.32	71299.60
CO	Not on Zayo Network	1226.26	49187.80
CO	Not on Zayo Network	1751.12	64933.60
CO	Not on Zayo Network	1849.71	67891.30
CO	Not on Zayo Network	1895.18	69255.40
CO	Not on Zayo Network	2234.5	79435.00
CO	Not on Zayo Network	240.1	23204.50
CO	Not on Zayo Network	1183.4	47902.00
CO	Not on Zayo Network	2545.86	88775.80
CO	Not on Zayo Network	1158.8	47164.00
CO	Not on Zayo Network	1459.58	56187.40
CO	Not on Zayo Network	39.97	14198.65
CO	Not on Zayo Network	1130.92	46327.60
CO	Not on Zayo Network	1669.21	62476.30
CO	Not on Zayo Network	1133.05	46391.50
CO	Not on Zayo Network	37.34	14080.30
CO	Not on Zayo Network	1115.27	45858.10
CO	Not on Zayo Network	1741.49	64644.70
CO	Not on Zayo Network	899.7	39391.00
CO	Not on Zayo Network	794.15	36224.50
CO	Not on Zayo Network	352.95	28282.75
CO	Not on Zayo Network	688.75	33062.50
CO	Not on Zayo Network	1875.69	68670.70
CO	Not on Zayo Network	762.6	35278.00
CO	Not on Zayo Network	189.98	20949.10
CO	Not on Zayo Network	1466.28	56388.40
CO	Not on Zayo Network	2038.71	73561.30
CO	Not on Zayo Network	2112.08	75762.40
CO	Not on Zayo Network	1446.57	55797.10
CO	Not on Zayo Network	1299.72	51391.60
CO	Not on Zayo Network	1485.33	56959.90
CO	Not on Zayo Network	1924.97	70149.10
CO	Not on Zayo Network	940.28	40608.40
CO	Not on Zayo Network	2044.08	73722.40
CO	Not on Zayo Network	2109.94	75698.20
CO	Not on Zayo Network	1393.22	54196.60
CO	Not on Zayo Network	2198.38	78351.40
CO	Not on Zayo Network	2032.13	73363.90
CO	Not on Zayo Network	13340.82	412624.60
CO	Not on Zayo Network	2338.43	82552.90
CO	Not on Zayo Network	2927.08	100212.40
CO	Not on Zayo Network	2900.94	99428.20
CO	Not on Zayo Network	2666	92380.00
CO	Not on Zayo Network	13334.66	412439.80
CO	Not on Zayo Network	3003.77	102513.10
CO	Not on Zayo Network	2908.37	99651.10
CO	Not on Zayo Network	2716.09	93882.70
CO	Not on Zayo Network	755.48	35064.40
CO	Not on Zayo Network	600.11	30403.30
CO	Not on Zayo Network	2762.11	95263.30
CO	Not on Zayo Network	231.58	22821.10
CO	Not on Zayo Network	2174.44	77633.20
CO	Not on Zayo Network	3463.61	116308.30
CO	Not on Zayo Network	2808.81	96664.30
CO	Not on Zayo Network	268.1	24464.50
CO	Not on Zayo Network	2619.28	90978.40
CO	Not on Zayo Network	3367.34	113420.20
CO	Not on Zayo Network	2857.08	98112.40
CO	Not on Zayo Network	1699.69	63390.70
CO	Not on Zayo Network	3089.84	105095.20
CO	Not on Zayo Network	3908.22	129646.60
CO	Not on Zayo Network	21250.2	649906.00
CO	Not on Zayo Network	2365.04	83351.20
CO	Not on Zayo Network	54063.34	1634300.20
CO	Not on Zayo Network	2978.6	101758.00
CO	Not on Zayo Network	923.39	40101.70
CO	Not on Zayo Network	638.97	31569.10
CO	Not on Zayo Network	454.67	32860.15
CO	Not on Zayo Network	2916.31	99889.30
CO	Not on Zayo Network	1148.48	46854.40
CO	Not on Zayo Network	639.08	31572.40
CO	Not on Zayo Network	818.21	36946.30
CO	Not on Zayo Network	772.22	35566.60
CO	Not on Zayo Network	1587.61	60028.30
CO	Not on Zayo Network	642.43	31672.90
CO	Not on Zayo Network	1757.13	65113.90
CO	Not on Zayo Network	607.21	30616.30
CO	Not on Zayo Network	285.81	25261.45
CO	Not on Zayo Network	726.37	34191.10
CO	Not on Zayo Network	1722.43	64072.90
CO	Not on Zayo Network	2074.34	74630.20
CO	Not on Zayo Network	294.3	25643.50
CO	Not on Zayo Network	1346.34	52790.20
CO	Not on Zayo Network	391.84	30032.80
CO	Not on Zayo Network	1687.24	63017.20
CO	Not on Zayo Network	6891.56	219146.80
CO	Not on Zayo Network	314.65	26559.25
CO	Not on Zayo Network	215.11	22079.95
CO	Not on Zayo Network	1319.67	51990.10
CO	Not on Zayo Network	293.52	25608.40
CO	Not on Zayo Network	8618.78	270963.40
CO	Not on Zayo Network	3111.04	105731.20
CO	Not on Zayo Network	1493.34	57200.20
CO	Not on Zayo Network	299.42	25873.90
CO	Not on Zayo Network	3670.85	122525.50
CO	Not on Zayo Network	4188.45	138053.50
CO	Not on Zayo Network	642.81	31684.30
CO	Not on Zayo Network	401.34	30460.30
CO	Not on Zayo Network	1323.6	52108.00
CO	Not on Zayo Network	2548.48	88854.40
CO	Not on Zayo Network	4162.06	137261.80
CO	Not on Zayo Network	618.68	30960.40
CO	Not on Zayo Network	1328.12	52243.60
CO	Not on Zayo Network	3891.74	129152.20
CO	Not on Zayo Network	2105.64	75569.20
CO	Not on Zayo Network	1454.8	56044.00
CO	Not on Zayo Network	248.52	23583.40
CO	Not on Zayo Network	1321.56	52046.80
CO	Not on Zayo Network	4440.67	145620.10
CO	Not on Zayo Network	3783.34	125900.20
CO	Not on Zayo Network	595.2	30256.00
CO	Not on Zayo Network	246.52	23493.40
CO	Not on Zayo Network	579.3	29779.00
CO	Not on Zayo Network	6038.28	193548.40
CO	Not on Zayo Network	1956.28	71088.40
CO	Not on Zayo Network	1165.86	47375.80
CO	Not on Zayo Network	3416.44	114893.20
CO	Not on Zayo Network	24.76	13514.20
CO	Not on Zayo Network	1369.76	53492.80
CO	Not on Zayo Network	3900.15	129404.50
CO	Not on Zayo Network	11.4	12913.00
CO	Not on Zayo Network	3337.79	112533.70
CO	Not on Zayo Network	0.78	12435.10
CO	Not on Zayo Network	2468.65	86459.50
CO	Not on Zayo Network	28.97	13703.65
CO	Not on Zayo Network	1238.48	49554.40
CO	Not on Zayo Network	698.01	33340.30
CO	Not on Zayo Network	24.13	13485.85
CO	Not on Zayo Network	558.84	29165.20
CO	Not on Zayo Network	509.3	27679.00
CO	Not on Zayo Network	195.43	21194.35
CO	Not on Zayo Network	1008.19	42645.70
CO	Not on Zayo Network	3802.88	126486.40
CO	Not on Zayo Network	20	13300.00
CO	Not on Zayo Network	59.56	15080.20
CO	Not on Zayo Network	1090.36	45110.80
CO	Not on Zayo Network	3503.6	117508.00
CO	Not on Zayo Network	21.67	13375.15
CO	Not on Zayo Network	1177	47710.00
CO	Not on Zayo Network	3585.31	119959.30
CO	Not on Zayo Network	1393.52	54205.60
CO	Not on Zayo Network	3713.95	123818.50
CO	Not on Zayo Network	1629.86	61295.80
CO	Not on Zayo Network	1687.56	63026.80
CO	Not on Zayo Network	2359.55	83186.50
CO	Not on Zayo Network	1285.32	50959.60
CO	Not on Zayo Network	1797.38	66321.40
CO	Not on Zayo Network	2429.63	85288.90
CO	Not on Zayo Network	227.35	22630.75
CO	Not on Zayo Network	0.63	12428.35
CO	Not on Zayo Network	1507.09	57612.70
CO	Not on Zayo Network	3386.48	113994.40
CO	Not on Zayo Network	400.89	30440.05
CO	Not on Zayo Network	684.44	32933.20
CO	Not on Zayo Network	1852.52	67975.60
CO	Not on Zayo Network	2776.47	95694.10
CO	Not on Zayo Network	11632.03	361360.90
CO	Not on Zayo Network	689.04	33071.20
CO	Not on Zayo Network	1594.47	60234.10
CO	Not on Zayo Network	1435.38	55461.40
CO	Not on Zayo Network	2784.2	95926.00
CO	Not on Zayo Network	422.68	31420.60
CO	Not on Zayo Network	724.44	34133.20
CO	Not on Zayo Network	2187.34	78020.20
CO	Not on Zayo Network	560.82	29224.60
CO	Not on Zayo Network	529.61	28288.30
CO	Not on Zayo Network	1553.4	59002.00
CO	Not on Zayo Network	580.75	29822.50
CO	Not on Zayo Network	21202.03	648460.90
CO	Not on Zayo Network	509.68	27690.40
CO	Not on Zayo Network	566.79	29403.70
CO	Not on Zayo Network	588.39	30051.70
CO	Not on Zayo Network	895.94	39278.20
CO	Not on Zayo Network	1000.61	42418.30
CO	Not on Zayo Network	1482.37	56871.10
CO	Not on Zayo Network	1695.42	63262.60
CO	Not on Zayo Network	346.22	27979.90
CO	Not on Zayo Network	564	29320.00
CO	Not on Zayo Network	834.33	37429.90
CO	Not on Zayo Network	1398.96	54368.80
CO	Not on Zayo Network	1139	46570.00
CO	Not on Zayo Network	6057.3	194119.00
CO	Not on Zayo Network	572.33	29569.90
CO	Not on Zayo Network	765.13	35353.90
CO	Not on Zayo Network	1019.77	42993.10
CO	Not on Zayo Network	758.55	35156.50
CO	Not on Zayo Network	2398.46	84353.80
CO	Not on Zayo Network	315.67	26605.15
CO	Not on Zayo Network	590.9	30127.00
CO	Not on Zayo Network	1365.12	53353.60
CO	Not on Zayo Network	958.22	41146.60
CO	Not on Zayo Network	577.46	29723.80
CO	Not on Zayo Network	1344.14	52724.20
CO	Not on Zayo Network	334.3	27443.50
CO	Not on Zayo Network	1364.03	53320.90
CO	Not on Zayo Network	2801.8	96454.00
CO	Not on Zayo Network	1363.07	53292.10
CO	Not on Zayo Network	2778.64	95759.20
CO	Not on Zayo Network	573.71	29611.30
CO	Not on Zayo Network	1365.43	53362.90
CO	Not on Zayo Network	3059.96	104198.80
CO	Not on Zayo Network	1027.96	43238.80
CO	Not on Zayo Network	517.36	27920.80
CO	Not on Zayo Network	1365.12	53353.60
CO	Not on Zayo Network	3043.43	103702.90
CO	Not on Zayo Network	345.08	27928.60
CO	Not on Zayo Network	1030.27	43308.10
CO	Not on Zayo Network	1307.5	51625.00
CO	Not on Zayo Network	1364.96	53348.80
CO	Not on Zayo Network	2848.4	97852.00
CO	Not on Zayo Network	909.17	39675.10
CO	Not on Zayo Network	579.14	29774.20
CO	Not on Zayo Network	2798.12	96343.60
CO	Not on Zayo Network	4713.07	153792.10
CO	Not on Zayo Network	505.92	27577.60
CO	Not on Zayo Network	1605.12	60553.60
CO	Not on Zayo Network	2459.63	86188.90
CO	Not on Zayo Network	5591.81	180154.30
CO	Not on Zayo Network	1885.43	68962.90
CO	Not on Zayo Network	528.92	28267.60
CO	Not on Zayo Network	5205.19	168555.70
CO	Not on Zayo Network	71.32	15609.40
CO	Not on Zayo Network	1517.93	57937.90
CO	Not on Zayo Network	1279.01	50770.30
CO	Not on Zayo Network	1809.68	66690.40
CO	Not on Zayo Network	4474.05	146621.50
CO	Not on Zayo Network	6912.66	219779.80
CO	Not on Zayo Network	1724.36	64130.80
CO	Not on Zayo Network	2449.2	85876.00
CO	Not on Zayo Network	831.55	37346.50
CO	Not on Zayo Network	1021.26	43037.80
CO	Not on Zayo Network	12.42	12958.90
CO	Not on Zayo Network	924.79	40143.70
CO	Not on Zayo Network	871.98	38559.40
CO	Not on Zayo Network	996.62	42298.60
CO	Not on Zayo Network	1881.47	68844.10
CO	Not on Zayo Network	390.7	29981.50
CO	Not on Zayo Network	1211.28	48738.40
CO	Not on Zayo Network	922.6	40078.00
CO	Not on Zayo Network	165.51	19847.95
CO	Not on Zayo Network	1881.47	68844.10
CO	Not on Zayo Network	2245.17	79755.10
CO	Not on Zayo Network	1021.3	43039.00
CO	Not on Zayo Network	737.23	34516.90
CO	Not on Zayo Network	1887.91	69037.30
CO	Not on Zayo Network	3278.62	110758.60
CO	Not on Zayo Network	1806.43	66592.90
CO	Not on Zayo Network	2997.97	102339.10
CO	Not on Zayo Network	1156.66	47099.80
CO	Not on Zayo Network	910.02	39700.60
CO	Not on Zayo Network	2750.49	94914.70
CO	Not on Zayo Network	2653.58	92007.40
CO	Not on Zayo Network	861.75	38252.50
CO	Not on Zayo Network	1160.24	47207.20
CO	Not on Zayo Network	15.87	13114.15
CO	Not on Zayo Network	2320.99	82029.70
CO	Not on Zayo Network	1222.15	49064.50
CO	Not on Zayo Network	1050.8	43924.00
CO	Not on Zayo Network	3270.73	110521.90
CO	Not on Zayo Network	551.47	28944.10
CO	Not on Zayo Network	2514.79	87843.70
CO	Not on Zayo Network	1000.51	42415.30
CO	Not on Zayo Network	2476.57	86697.10
CO	Not on Zayo Network	158.08	19513.60
CO	Not on Zayo Network	784.52	35935.60
CO	Not on Zayo Network	961.23	41236.90
CO	Not on Zayo Network	37114.59	1125837.70
CO	Not on Zayo Network	1674.49	62634.70
CO	Not on Zayo Network	2262.06	80261.80
CO	Not on Zayo Network	3808.48	126654.40
CO	Not on Zayo Network	938.88	40566.40
CO	Not on Zayo Network	1348.66	52859.80
CO	Not on Zayo Network	3560.71	119221.30
CO	Not on Zayo Network	2295.75	81272.50
CO	Not on Zayo Network	3607.1	120613.00
CO	Not on Zayo Network	1505.99	57579.70
CO	Not on Zayo Network	2581.65	89849.50
CO	Not on Zayo Network	1721.14	64034.20
CO	Not on Zayo Network	3694.05	123221.50
CO	Not on Zayo Network	960.13	41203.90
CO	Not on Zayo Network	201.22	21454.90
CO	Not on Zayo Network	3045.64	103769.20
CO	Not on Zayo Network	465.91	33365.95
CO	Not on Zayo Network	5686.34	182990.20
CO	Not on Zayo Network	3793.78	126213.40
CO	Not on Zayo Network	3843.93	127717.90
CO	Not on Zayo Network	3892.7	129181.00
CO	Not on Zayo Network	5669.54	182486.20
CO	Not on Zayo Network	5647.87	181836.10
CO	Not on Zayo Network	3844.91	127747.30
CO	Not on Zayo Network	71055.16	2144054.80
CO	Not on Zayo Network	1498.53	57355.90
CO	Not on Zayo Network	1444.08	55722.40
CO	Not on Zayo Network	2085.34	74960.20
CO	Not on Zayo Network	2704.36	93530.80
CO	Not on Zayo Network	166.32	19884.40
CO	Not on Zayo Network	772.62	35578.60
CO	Not on Zayo Network	238.59	23136.55
CO	Not on Zayo Network	977.45	41723.50
CO	Not on Zayo Network	554.04	29021.20
CO	Not on Zayo Network	326.67	27100.15
CO	Not on Zayo Network	1718.08	63942.40
CO	Not on Zayo Network	804.98	36549.40
CO	Not on Zayo Network	674.32	32629.60
CO	Not on Zayo Network	869.73	38491.90
