State	Network	Proximity	Price
TX	Not on Zayo Network	13613.06	352326.50
TX	Not on Zayo Network	214.26	24855.60
TX	Not on Zayo Network	2884.8	84120.00
CO	Not on Zayo Network	103.83	17072.35
GA	Not on Zayo Network	8763.6	220326.40
GA	Not on Zayo Network	60418.31	1460039.44
GA	Not on Zayo Network	42809.83	1037435.92
TX	Not on Zayo Network	1058.52	38463.00
TX	Not on Zayo Network	53189.33	1341733.25
GA	Not on Zayo Network	20775.4	508609.60
GA	Not on Zayo Network	69.06	12071.80
TX	Not on Zayo Network	3982.92	111573.00
TX	Not on Zayo Network	3362.25	96056.25
TX	Not on Zayo Network	70387.55	1771688.75
TX	Not on Zayo Network	25714.66	654866.50
GA	Not on Zayo Network	73990.43	1785770.32
GA	Not on Zayo Network	76.63	12298.90
TX	Not on Zayo Network	1816	57400.00
TX	Not on Zayo Network	60827.49	1532687.25
CO	Not on Zayo Network	1499.63	57388.90
GA	Not on Zayo Network	18580.02	455920.48
CO	Not on Zayo Network	1715.94	63878.20
TX	Not on Zayo Network	32108.46	814711.50
GA	Not on Zayo Network	10289.63	256951.12
TX	Not on Zayo Network	34.88	14092.80
TX	Not on Zayo Network	10601.56	277039.00
GA	Not on Zayo Network	25837.92	630110.08
GA	Not on Zayo Network	12897.93	319550.32
GA	Not on Zayo Network	11391.75	283402.00
GA	Not on Zayo Network	4604.27	120502.48
GA	Not on Zayo Network	29144.74	709473.76
GA	Not on Zayo Network	1085.92	36062.08
TX	Not on Zayo Network	1166.17	41154.25
TX	Not on Zayo Network	38432.07	972801.75
GA	Not on Zayo Network	42571.98	1031727.52
CO	Not on Zayo Network	4029.96	133298.80
CO	Not on Zayo Network	24434.59	745437.70
TX	Not on Zayo Network	1278.16	43954.00
CO	Not on Zayo Network	1177.25	47717.50
TX	Not on Zayo Network	18895.35	484383.75
GA	Not on Zayo Network	104355.53	2514532.72
TX	Not on Zayo Network	9022.74	237568.50
TX	Not on Zayo Network	1864.29	58607.25
TX	Not on Zayo Network	34510.37	874759.25
TX	Not on Zayo Network	44671.17	1128779.25
TX	Not on Zayo Network	13906.38	359659.50
TX	Not on Zayo Network	3692.54	104313.50
GA	Not on Zayo Network	69903.63	1687687.12
GA	Not on Zayo Network	26814.04	653536.96
TX	Not on Zayo Network	32121.37	815034.25
TX	Not on Zayo Network	13319.1	344977.50
TX	Not on Zayo Network	66.8	16008.00
TX	Not on Zayo Network	9064.22	238605.50
CO	Not on Zayo Network	728.25	34247.50
CO	Not on Zayo Network	3436.34	115490.20
TX	Not on Zayo Network	40650.34	1028258.50
GA	Not on Zayo Network	49.6	11488.00
CO	Not on Zayo Network	34.64	13958.80
TX	Not on Zayo Network	536.22	25405.50
GA	Not on Zayo Network	148347.74	3570345.76
CO	Not on Zayo Network	379.69	29486.05
CO	Not on Zayo Network	1044.41	43732.30
CO	Build in Progress	1231.41	49342.30
GA	Not on Zayo Network	42.42	11272.60
TX	Not on Zayo Network	1251.18	43279.50
TX	Not on Zayo Network	914.7	34867.50
TX	Not on Zayo Network	71.29	16277.40
TX	Not on Zayo Network	4257.54	118438.50
TX	Not on Zayo Network	286.53	29191.80
TX	Not on Zayo Network	7806.86	207171.50
TX	Not on Zayo Network	30483.01	774075.25
TX	Not on Zayo Network	1557.58	50939.50
GA	Not on Zayo Network	125022.18	3010532.32
TX	Not on Zayo Network	616.63	27415.75
GA	Not on Zayo Network	69.58	12087.40
GA	Not on Zayo Network	38.44	11153.20
GA	Not on Zayo Network	42479.72	1029513.28
TX	Not on Zayo Network	1552.87	50821.75
TX	Not on Zayo Network	1411.68	47292.00
TX	Not on Zayo Network	18903.68	484592.00
TX	Not on Zayo Network	1534.31	50357.75
GA	Not on Zayo Network	649.82	25595.68
TX	Not on Zayo Network	5245.91	143147.75
TX	Not on Zayo Network	48.34	14900.40
TX	Not on Zayo Network	0.29	12017.40
TX	Not on Zayo Network	23195.26	591881.50
CO	Not on Zayo Network	2295.12	81253.60
GA	Not on Zayo Network	24711.68	603080.32
TX	Not on Zayo Network	20289.85	519246.25
GA	Not on Zayo Network	776.59	28638.16
TX	Not on Zayo Network	2881.23	84030.75
TX	Not on Zayo Network	2415.22	72380.50
TX	Not on Zayo Network	10789.87	281746.75
TX	Not on Zayo Network	11307.7	294692.50
TX	Not on Zayo Network	2631.59	77789.75
GA	Not on Zayo Network	214126.21	5149029.04
GA	Not on Zayo Network	154385.5	3715252.00
GA	Not on Zayo Network	81687.03	1970488.72
GA	Not on Zayo Network	230464.72	5541153.28
TX	Not on Zayo Network	9.16	12549.60
GA	Not on Zayo Network	150033.41	3610801.84
TX	Not on Zayo Network	17094.1	439352.50
GA	Not on Zayo Network	3649.18	97580.32
TX	Not on Zayo Network	76.27	16576.20
CO	Build in Progress	479.15	33961.75
TX	Not on Zayo Network	1639.72	52993.00
TX	Not on Zayo Network	19846.05	508151.25
TX	Not on Zayo Network	98.89	17933.40
TX	Not on Zayo Network	14790.38	381759.50
TX	Not on Zayo Network	1134.58	40364.50
TX	Not on Zayo Network	174.34	22460.40
TX	Not on Zayo Network	79783.96	2006599.00
TX	Not on Zayo Network	694.36	29359.00
TX	Not on Zayo Network	6426.74	172668.50
TX	Not on Zayo Network	19310.78	494769.50
TX	Not on Zayo Network	1658.07	53451.75
TX	Not on Zayo Network	26751.78	680794.50
TX	Not on Zayo Network	58.29	15497.40
TX	Not on Zayo Network	1709.72	54743.00
TX	Not on Zayo Network	453.73	39223.80
GA	Not on Zayo Network	67.58	12027.40
GA	Not on Zayo Network	31.43	10942.90
CO	Not on Zayo Network	223.01	22435.45
TX	Not on Zayo Network	128.69	19721.40
GA	Not on Zayo Network	235.64	17069.20
TX	Not on Zayo Network	314.47	30868.20
CO	Not on Zayo Network	29.13	13710.85
GA	Not on Zayo Network	2297.87	65148.88
TX	Not on Zayo Network	2321.79	70044.75
TX	On Zayo Network	770.53	31263.25
GA	Not on Zayo Network	419.06	22571.80
GA	Not on Zayo Network	2272.99	64551.76
TX	Not on Zayo Network	1315.94	44898.50
TX	Not on Zayo Network	743.11	30577.75
TX	Not on Zayo Network	911.47	34786.75
TX	Not on Zayo Network	6511.38	174784.50
TX	Not on Zayo Network	30514.94	774873.50
TX	Not on Zayo Network	67460.95	1698523.75
CO	Not on Zayo Network	506.83	27604.90
GA	Not on Zayo Network	19140.84	469380.16
TX	Not on Zayo Network	183.8	23028.00
CO	Not on Zayo Network	8679.35	272780.50
GA	Not on Zayo Network	1323.78	41770.72
CO	Not on Zayo Network	732.85	34385.50
GA	Not on Zayo Network	169.35	15080.50
TX	Not on Zayo Network	10747.71	280692.75
TX	Not on Zayo Network	3176.82	91420.50
GA	Not on Zayo Network	568.75	23650.00
GA	Not on Zayo Network	71.79	12153.70
TX	Not on Zayo Network	7619.47	202486.75
GA	Not on Zayo Network	1387.91	43309.84
CO	Not on Zayo Network	260.6	24127.00
GA	Not on Zayo Network	6844.94	174278.56
CO	Not on Zayo Network	202.09	21494.05
TX	Not on Zayo Network	633.77	27844.25
GA	Not on Zayo Network	835.59	30054.16
TX	Not on Zayo Network	9765.87	256146.75
CO	Not on Zayo Network	4282.6	140878.00
GA	Not on Zayo Network	2766.2	76388.80
CO	Not on Zayo Network	1462.26	56267.80
TX	Not on Zayo Network	319.05	31143.00
CO	Not on Zayo Network	1752.91	64987.30
CO	Not on Zayo Network	1739.25	64577.50
CO	Not on Zayo Network	1940.59	70617.70
CO	Not on Zayo Network	461.92	33186.40
CO	Not on Zayo Network	234.92	22971.40
CO	Not on Zayo Network	2207.31	78619.30
CO	Not on Zayo Network	2028.25	73247.50
CO	Not on Zayo Network	308.8	26296.00
CO	Not on Zayo Network	1248.15	49844.50
CO	Not on Zayo Network	1572.16	59564.80
CO	Not on Zayo Network	3250.57	109917.10
CO	Not on Zayo Network	3268.73	110461.90
GA	Not on Zayo Network	87000.18	2098004.32
GA	Not on Zayo Network	34636.06	841265.44
GA	Not on Zayo Network	1251.31	40031.44
TX	Not on Zayo Network	7830.2	207755.00
TX	Not on Zayo Network	665.36	28634.00
TX	Not on Zayo Network	69568.08	1751202.00
TX	Not on Zayo Network	67922.85	1710071.25
TX	Not on Zayo Network	572.56	26314.00
TX	Not on Zayo Network	2533.92	75348.00
TX	Not on Zayo Network	756.76	30919.00
TX	Not on Zayo Network	16353.86	420846.50
TX	Not on Zayo Network	8281.84	219046.00
TX	Not on Zayo Network	16702.87	429571.75
TX	Not on Zayo Network	16392.64	421816.00
TX	Not on Zayo Network	433.94	38036.40
TX	Not on Zayo Network	243.09	26585.40
TX	Not on Zayo Network	1202.57	42064.25
TX	Not on Zayo Network	6168.6	166215.00
TX	Not on Zayo Network	899.18	34479.50
TX	Not on Zayo Network	5389.23	146730.75
TX	Not on Zayo Network	8986.88	236672.00
TX	Not on Zayo Network	254	27240.00
GA	Not on Zayo Network	143.83	14314.90
TX	Not on Zayo Network	30021.82	762545.50
CO	Not on Zayo Network	648.19	31845.70
CO	Not on Zayo Network	270.66	24579.70
TX	Not on Zayo Network	2.38	12142.80
CO	Not on Zayo Network	1494.57	57237.10
TX	On Zayo Network	19.42	13165.20
TX	On Zayo Network	5.78	12346.80
GA	On Zayo Network	13.44	10403.20
CO	Not on Zayo Network	1233.44	49403.20
TX	Not on Zayo Network	2703.88	79597.00
TX	On Zayo Network	1665.75	53643.75
TX	Not on Zayo Network	34.45	14067.00
TX	Not on Zayo Network	7542.26	200556.50
TX	Not on Zayo Network	25037.58	637939.50
TX	Build in Progress	12871.62	333790.50
TX	Not on Zayo Network	7.9	12474.00
TX	Not on Zayo Network	16327.36	420184.00
TX	Not on Zayo Network	152.22	21133.20
CO	Not on Zayo Network	2343.48	82704.40
GA	On Zayo Network	11.25	10337.50
GA	Not on Zayo Network	793.78	29050.72
GA	Not on Zayo Network	22956.95	560966.80
CO	Not on Zayo Network	415.52	31098.40
CO	Not on Zayo Network	1666.73	62401.90
TX	Not on Zayo Network	195.98	23758.80
CO	Not on Zayo Network	363.72	28767.40
TX	Not on Zayo Network	5464.19	148604.75
TX	Not on Zayo Network	6164.18	166104.50
TX	Not on Zayo Network	5436.73	147918.25
TX	Not on Zayo Network	93765.58	2356139.50
TX	Not on Zayo Network	97459.88	2448497.00
GA	On Zayo Network	4.6	10138.00
CO	Not on Zayo Network	47.42	14533.90
CO	Not on Zayo Network	460.38	33117.10
CO	Not on Zayo Network	4355.37	143061.10
CO	Not on Zayo Network	1786.7	66001.00
TX	Not on Zayo Network	259.86	27591.60
TX	Not on Zayo Network	7616.25	202406.25
TX	Not on Zayo Network	5487.86	149196.50
GA	Not on Zayo Network	32.07	10962.10
CO	Not on Zayo Network	867.91	38437.30
CO	Not on Zayo Network	413.86	31023.70
TX	Not on Zayo Network	1631.12	52778.00
CO	Not on Zayo Network	3835.28	127458.40
TX	Not on Zayo Network	40.64	14438.40
CO	Not on Zayo Network	43.44	14354.80
GA	Not on Zayo Network	67.51	12025.30
TX	Not on Zayo Network	233.29	25997.40
TX	Not on Zayo Network	536.47	25411.75
TX	Not on Zayo Network	9340.39	245509.75
TX	Not on Zayo Network	6782.9	181572.50
GA	Not on Zayo Network	24785.77	604858.48
TX	Not on Zayo Network	178.8	22728.00
TX	Not on Zayo Network	207	24420.00
TX	Not on Zayo Network	5305.81	144645.25
GA	Not on Zayo Network	37.57	11127.10
TX	Not on Zayo Network	48283.99	1219099.75
CO	Not on Zayo Network	2906.3	99589.00
TX	Not on Zayo Network	5082.3	139057.50
TX	Not on Zayo Network	178.62	22717.20
CO	Not on Zayo Network	609.31	30679.30
TX	Not on Zayo Network	3496.44	99411.00
CO	Not on Zayo Network	1100.65	45419.50
TX	Not on Zayo Network	287.68	29260.80
TX	Not on Zayo Network	2872.6	83815.00
TX	Not on Zayo Network	2530.95	75273.75
TX	Not on Zayo Network	8987.26	236681.50
TX	Not on Zayo Network	6.75	12405.00
TX	Not on Zayo Network	14231.79	367794.75
TX	Not on Zayo Network	645.06	28126.50
TX	Not on Zayo Network	1605.05	52126.25
GA	Not on Zayo Network	1243.5	39844.00
TX	Not on Zayo Network	3085.23	89130.75
TX	Not on Zayo Network	8029.88	212747.00
CO	Not on Zayo Network	1671.03	62530.90
GA	Not on Zayo Network	44316.15	1073587.60
CO	Not on Zayo Network	883.46	38903.80
TX	Not on Zayo Network	170276.73	4268918.25
GA	Not on Zayo Network	12.59	10377.70
GA	Not on Zayo Network	118686.37	2858472.88
GA	Not on Zayo Network	10318.69	257648.56
TX	Not on Zayo Network	289.07	29344.20
GA	Not on Zayo Network	14009.66	346231.84
CO	Not on Zayo Network	64.69	15311.05
GA	Not on Zayo Network	6642.12	169410.88
CO	Not on Zayo Network	1790.73	66121.90
CO	Not on Zayo Network	1005.12	42553.60
CO	Not on Zayo Network	13.2	12994.00
CO	Not on Zayo Network	311.44	26414.80
CO	Not on Zayo Network	1229.94	49298.20
CO	Not on Zayo Network	350.47	28171.15
GA	Not on Zayo Network	94571.47	2279715.28
GA	Not on Zayo Network	153621.56	3696917.44
CO	Not on Zayo Network	32.4	13858.00
CO	Not on Zayo Network	442.4	32308.00
CO	Not on Zayo Network	298.82	25846.90
CO	Not on Zayo Network	493.06	34587.70
CO	Not on Zayo Network	42603.3	1290499.00
CO	Not on Zayo Network	328.34	27175.30
CO	Not on Zayo Network	1004.97	42549.10
GA	Not on Zayo Network	29837.63	726103.12
CO	Not on Zayo Network	8.76	12794.20
GA	Not on Zayo Network	5830.07	149921.68
CO	Not on Zayo Network	1610.01	60700.30
CO	Not on Zayo Network	247.55	23539.75
CO	Not on Zayo Network	2348.66	82859.80
TX	Not on Zayo Network	937.22	35430.50
CO	Not on Zayo Network	59.95	15097.75
CO	Not on Zayo Network	215.92	22116.40
TX	Not on Zayo Network	883.39	34084.75
CO	Not on Zayo Network	70.31	15563.95
CO	Not on Zayo Network	1197.61	48328.30
CO	Not on Zayo Network	608.78	30663.40
CO	Not on Zayo Network	984.19	41925.70
CO	Not on Zayo Network	95.59	16701.55
TX	Not on Zayo Network	509.54	24738.50
CO	Not on Zayo Network	873.63	38608.90
TX	Not on Zayo Network	1889.05	59226.25
CO	Not on Zayo Network	33.74	13918.30
TX	Not on Zayo Network	311.64	30698.40
CO	Not on Zayo Network	567.57	29427.10
CO	On Zayo Network	318.37	26726.65
GA	Not on Zayo Network	1361.16	42667.84
GA	Not on Zayo Network	17.04	10511.20
TX	Not on Zayo Network	3385	96625.00
TX	Not on Zayo Network	652.64	28316.00
CO	Not on Zayo Network	155.59	19401.55
TX	Not on Zayo Network	253.81	27228.60
CO	Not on Zayo Network	52.55	14764.75
CO	Not on Zayo Network	437.72	32097.40
GA	Not on Zayo Network	22.21	10666.30
TX	Not on Zayo Network	173849.69	4358242.25
TX	Not on Zayo Network	528.86	25221.50
TX	Not on Zayo Network	580.89	26522.25
GA	Not on Zayo Network	2609.95	72638.80
CO	Not on Zayo Network	940.26	40607.80
CO	Not on Zayo Network	2265.09	80352.70
GA	On Zayo Network	560.41	23449.84
TX	Not on Zayo Network	572.78	26319.50
TX	On Zayo Network	4.02	12241.20
TX	Not on Zayo Network	505.5	24637.50
CO	Not on Zayo Network	259.04	24056.80
CO	Not on Zayo Network	113.51	17507.95
GA	Not on Zayo Network	17831.21	437949.04
GA	Not on Zayo Network	36341.39	882193.36
GA	Not on Zayo Network	77150.88	1861621.12
GA	Not on Zayo Network	32762.38	796297.12
GA	Not on Zayo Network	1104.18	36500.32
GA	Not on Zayo Network	44143.78	1069450.72
GA	Not on Zayo Network	51.81	11554.30
GA	Not on Zayo Network	39035.09	946842.16
CO	Not on Zayo Network	678.73	32761.90
GA	Not on Zayo Network	8377.12	211050.88
GA	Not on Zayo Network	2881.38	79153.12
GA	Not on Zayo Network	84998.38	2049961.12
GA	Not on Zayo Network	72068.57	1739645.68
GA	Not on Zayo Network	41.05	11231.50
GA	Not on Zayo Network	20328.51	497884.24
GA	Not on Zayo Network	13.65	10409.50
GA	Not on Zayo Network	145250.77	3496018.48
GA	Not on Zayo Network	948.53	32764.72
GA	Not on Zayo Network	2648.72	73569.28
GA	Not on Zayo Network	3384.78	91234.72
GA	Not on Zayo Network	24293.75	593050.00
TX	On Zayo Network	46983.91	1186597.75
TX	Build in Progress	22685.7	579142.50
TX	Build in Progress	1445.82	48145.50
TX	Build in Progress	41107.35	1039683.75
TX	Build in Progress	26720.64	680016.00
TX	Build in Progress	15796.89	406922.25
TX	Build in Progress	84833.07	2132826.75
TX	Build in Progress	100172.47	2516311.75
TX	Build in Progress	91592.31	2301807.75
TX	Build in Progress	59123.64	1490091.00
TX	On Zayo Network	73399.04	1846976.00
TX	On Zayo Network	65427.77	1647694.25
TX	Build in Progress	46257.77	1168444.25
TX	On Zayo Network	54529.62	1375240.50
TX	Build in Progress	90714.9	2279872.50
TX	Build in Progress	92696.16	2329404.00
TX	Build in Progress	148308.52	3719713.00
TX	Build in Progress	143381.3	3596532.50
TX	Build in Progress	22205.02	567125.50
TX	Build in Progress	33.16	13989.60
TX	Build in Progress	851.41	33285.25
TX	Build in Progress	1653.93	53348.25
TX	Build in Progress	110651.79	2778294.75
TX	On Zayo Network	31717.53	804938.25
TX	Build in Progress	104015.81	2612395.25
TX	Build in Progress	108320.32	2720008.00
TX	Build in Progress	121797.45	3056936.25
TX	Build in Progress	21155.42	540885.50
TX	Build in Progress	72141.03	1815525.75
TX	Build in Progress	48877.62	1233940.50
TX	On Zayo Network	23626.81	602670.25
TX	On Zayo Network	49203.5	1242087.50
TX	Build in Progress	59483.77	1499094.25
TX	Build in Progress	148417.51	3722437.75
TX	Build in Progress	4129.8	115245.00
TX	Build in Progress	180055.17	4513379.25
TX	Build in Progress	7520.8	200020.00
TX	On Zayo Network	90012.24	2262306.00
TX	On Zayo Network	24404.89	622122.25
TX	Build in Progress	180178.86	4516471.50
TX	On Zayo Network	19574.84	501371.00
TX	Build in Progress	71793.39	1806834.75
TX	Build in Progress	94366.91	2371172.75
TX	Build in Progress	80741.79	2030544.75
TX	On Zayo Network	7699.79	204494.75
TX	Build in Progress	1589.16	51729.00
TX	Build in Progress	100712.88	2529822.00
TX	Build in Progress	23360.7	596017.50
TX	Build in Progress	33668.51	853712.75
TX	Build in Progress	33236.96	842924.00
TX	On Zayo Network	75889.96	1909249.00
TX	Build in Progress	94821.7	2382542.50
TX	Build in Progress	121698.19	3054454.75
TX	Build in Progress	13585.68	351642.00
TX	Build in Progress	144917.13	3634928.25
TX	Build in Progress	81417.74	2047443.50
TX	Build in Progress	8000.64	212016.00
TX	Build in Progress	41656.18	1053404.50
TX	Build in Progress	111606.87	2802171.75
TX	Build in Progress	131807.04	3307176.00
TX	On Zayo Network	2120.69	65017.25
TX	On Zayo Network	12764.62	331115.50
TX	On Zayo Network	24533.61	625340.25
TX	On Zayo Network	103.57	18214.20
TX	On Zayo Network	19791.87	506796.75
TX	On Zayo Network	79206.4	1992160.00
TX	On Zayo Network	15509.05	399726.25
TX	Build in Progress	117550.22	2950755.50
TX	On Zayo Network	14106.3	364657.50
TX	On Zayo Network	37733.37	955334.25
TX	Build in Progress	26339.09	670477.25
TX	On Zayo Network	36546.23	925655.75
TX	On Zayo Network	53623.55	1352588.75
TX	On Zayo Network	64479.14	1623978.50
TX	On Zayo Network	55475.43	1398885.75
TX	On Zayo Network	16876.26	433906.50
TX	On Zayo Network	21703.07	554576.75
TX	On Zayo Network	10043.13	263078.25
TX	On Zayo Network	16573.55	426338.75
TX	On Zayo Network	9165.83	241145.75
TX	On Zayo Network	8688.47	229211.75
TX	On Zayo Network	18042.79	463069.75
TX	On Zayo Network	472.47	40348.20
TX	On Zayo Network	16049.95	413248.75
TX	On Zayo Network	4412.24	122306.00
TX	On Zayo Network	12343.34	320583.50
TX	On Zayo Network	12574.42	326360.50
TX	On Zayo Network	9463.59	248589.75
TX	On Zayo Network	74580.41	1876510.25
TX	On Zayo Network	12600.42	327010.50
TX	On Zayo Network	21835.65	557891.25
TX	On Zayo Network	31466.47	798661.75
TX	On Zayo Network	26905.13	684628.25
TX	On Zayo Network	130543.64	3275591.00
TX	Build in Progress	65203.84	1642096.00
TX	Build in Progress	49847.17	1258179.25
TX	On Zayo Network	161.63	21697.80
TX	Build in Progress	89784.44	2256611.00
TX	Build in Progress	35038.73	887968.25
TX	On Zayo Network	796.27	31906.75
TX	Build in Progress	39192.13	991803.25
TX	Build in Progress	52842.92	1333073.00
TX	Build in Progress	58616.12	1477403.00
TX	On Zayo Network	22863.49	583587.25
TX	On Zayo Network	76217.92	1917448.00
TX	Build in Progress	3799.29	106982.25
TX	Build in Progress	46007.44	1162186.00
TX	Build in Progress	69169.79	1741244.75
TX	Build in Progress	81862.03	2058550.75
TX	On Zayo Network	382.78	34966.80
TX	Build in Progress	124900.19	3134504.75
GA	Not on Zayo Network	36431.13	884347.12
TX	Build in Progress	98529.86	2475246.50
TX	Build in Progress	15218.83	392470.75
TX	On Zayo Network	52.45	15147.00
TX	On Zayo Network	202.67	24160.20
TX	On Zayo Network	5289.37	144234.25
TX	On Zayo Network	99.53	17971.80
TX	Build in Progress	36009.95	912248.75
TX	On Zayo Network	257.63	27457.80
TX	On Zayo Network	16952.9	435822.50
TX	On Zayo Network	952.62	35815.50
TX	On Zayo Network	58431.45	1472786.25
TX	Build in Progress	92852.6	2333315.00
TX	On Zayo Network	63365.42	1596135.50
TX	Build in Progress	89816.31	2257407.75
TX	On Zayo Network	87951.46	2210786.50
TX	On Zayo Network	90982.87	2286571.75
TX	On Zayo Network	37393.47	946836.75
TX	Build in Progress	48381.64	1221541.00
TX	On Zayo Network	22912.69	584817.25
TX	Build in Progress	10644.25	278106.25
GA	Not on Zayo Network	16746.8	411923.20
TX	Build in Progress	55671.94	1403798.50
TX	On Zayo Network	142561.15	3576028.75
GA	Not on Zayo Network	93151.03	2245624.72
TX	Build in Progress	53983.57	1361589.25
TX	Build in Progress	111557.36	2800934.00
TX	Build in Progress	151594.25	3801856.25
TX	Build in Progress	23680.72	604018.00
GA	Not on Zayo Network	12368.43	306842.32
TX	Build in Progress	149938.79	3760469.75
TX	On Zayo Network	93847.64	2358191.00
TX	Build in Progress	40300.89	1019522.25
TX	Build in Progress	53569.58	1351239.50
TX	Build in Progress	184659.19	4628479.75
GA	Not on Zayo Network	58126.6	1405038.40
TX	On Zayo Network	30928.54	785213.50
TX	Build in Progress	62159.7	1565992.50
TX	On Zayo Network	158.08	21484.80
TX	On Zayo Network	89810.25	2257256.25
TX	On Zayo Network	121.05	19263.00
TX	Build in Progress	4187.56	116689.00
TX	On Zayo Network	218.1	25086.00
GA	Not on Zayo Network	44.39	11331.70
TX	On Zayo Network	117950.31	2960757.75
TX	On Zayo Network	78644.33	1978108.25
TX	Build in Progress	3928.94	110223.50
TX	On Zayo Network	101429.23	2547730.75
TX	On Zayo Network	45004.58	1137114.50
TX	On Zayo Network	120993.76	3036844.00
TX	On Zayo Network	34983.67	886591.75
TX	On Zayo Network	86707.62	2179690.50
TX	Build in Progress	203718.66	5104966.50
TX	On Zayo Network	8405.17	222129.25
TX	Build in Progress	148742.85	3730571.25
TX	On Zayo Network	95.61	17736.60
GA	Not on Zayo Network	49.2	11476.00
TX	Build in Progress	199313.15	4994828.75
TX	Build in Progress	20389.36	521734.00
TX	Build in Progress	87556.75	2200918.75
GA	Not on Zayo Network	35.25	11057.50
TX	On Zayo Network	46472.16	1173804.00
TX	Build in Progress	168113.52	4214838.00
TX	Build in Progress	63641.61	1603040.25
TX	Build in Progress	68153.31	1715832.75
TX	On Zayo Network	95490.11	2399252.75
TX	On Zayo Network	319.08	31144.80
TX	On Zayo Network	60058.35	1513458.75
TX	Build in Progress	58968.96	1486224.00
TX	Build in Progress	37993.96	961849.00
TX	Build in Progress	8370.41	221260.25
TX	Build in Progress	167003.71	4187092.75
TX	On Zayo Network	2080.49	64012.25
TX	On Zayo Network	170.25	22215.00
TX	On Zayo Network	356.65	33399.00
TX	Build in Progress	14252.35	368308.75
TX	On Zayo Network	7033.02	187825.50
TX	On Zayo Network	16575.96	426399.00
TX	On Zayo Network	23862.22	608555.50
TX	On Zayo Network	29728.14	755203.50
TX	Build in Progress	15390.21	396755.25
TX	Build in Progress	13071.62	338790.50
TX	On Zayo Network	31373.72	796343.00
TX	On Zayo Network	30995.46	786886.50
TX	On Zayo Network	4007.05	112176.25
TX	On Zayo Network	19348.57	495714.25
TX	On Zayo Network	53.9	15234.00
TX	On Zayo Network	174.47	22468.20
TX	Build in Progress	5502.92	149573.00
TX	On Zayo Network	20102.52	514563.00
TX	On Zayo Network	6903.16	184579.00
TX	On Zayo Network	277.82	28669.20
TX	On Zayo Network	1006.19	37154.75
TX	On Zayo Network	1320.4	45010.00
TX	On Zayo Network	703.89	29597.25
TX	On Zayo Network	3750.98	105774.50
GA	Not on Zayo Network	16252.72	400065.28
TX	On Zayo Network	6.88	12412.80
TX	On Zayo Network	6266.21	168655.25
TX	On Zayo Network	7744.01	205600.25
TX	On Zayo Network	50.6	15036.00
TX	On Zayo Network	6341.06	170526.50
TX	On Zayo Network	7515.04	199876.00
TX	On Zayo Network	587.01	26675.25
TX	On Zayo Network	1676.43	53910.75
TX	On Zayo Network	543.75	25593.75
TX	On Zayo Network	928.26	35206.50
TX	On Zayo Network	49.57	14974.20
TX	On Zayo Network	5660.04	153501.00
TX	Build in Progress	7610.04	202251.00
TX	On Zayo Network	132.29	19937.40
TX	On Zayo Network	25.72	13543.20
TX	On Zayo Network	152.02	21121.20
TX	Build in Progress	23589.31	601732.75
TX	On Zayo Network	5772.91	156322.75
TX	On Zayo Network	1912.15	59803.75
TX	Build in Progress	621.11	27527.75
TX	On Zayo Network	3730.45	105261.25
TX	Build in Progress	11096.09	289402.25
TX	On Zayo Network	46.62	14797.20
TX	On Zayo Network	6128.12	165203.00
TX	On Zayo Network	1925.68	60142.00
TX	On Zayo Network	3394.54	96863.50
TX	On Zayo Network	4291.72	119293.00
TX	On Zayo Network	3162.96	91074.00
TX	On Zayo Network	29.21	13752.60
TX	On Zayo Network	59.48	15568.80
TX	On Zayo Network	155.32	21319.20
TX	On Zayo Network	530.85	25271.25
TX	On Zayo Network	803.88	32097.00
TX	On Zayo Network	526.35	25158.75
TX	On Zayo Network	159.98	21598.80
TX	On Zayo Network	625.26	27631.50
TX	On Zayo Network	0.24	12014.40
TX	On Zayo Network	3549.68	100742.00
TX	On Zayo Network	146.03	20761.80
TX	On Zayo Network	281.6	28896.00
TX	On Zayo Network	14.01	12840.60
TX	Build in Progress	2586.59	76664.75
TX	On Zayo Network	242.14	26528.40
TX	On Zayo Network	518.43	24960.75
TX	On Zayo Network	10283.48	269087.00
TX	On Zayo Network	179.05	22743.00
TX	On Zayo Network	87.58	17254.80
TX	On Zayo Network	8489.99	224249.75
TX	Build in Progress	11298.77	294469.25
TX	On Zayo Network	198.52	23911.20
TX	Build in Progress	776.9	31422.50
GA	Not on Zayo Network	39.12	11173.60
TX	On Zayo Network	7139.81	190495.25
TX	On Zayo Network	3248	93200.00
TX	On Zayo Network	3592.8	101820.00
TX	On Zayo Network	114.29	18857.40
TX	On Zayo Network	12265.99	318649.75
TX	On Zayo Network	8998.82	236970.50
TX	On Zayo Network	1827.82	57695.50
TX	On Zayo Network	4989.19	136729.75
TX	On Zayo Network	6607.39	177184.75
TX	On Zayo Network	8569.54	226238.50
TX	On Zayo Network	11767.66	306191.50
TX	On Zayo Network	307.32	30439.20
TX	On Zayo Network	163.3	21798.00
TX	On Zayo Network	611.34	27283.50
TX	On Zayo Network	78.86	16731.60
TX	On Zayo Network	6339.87	170496.75
TX	On Zayo Network	473.52	40411.20
TX	On Zayo Network	8582.5	226562.50
TX	On Zayo Network	2826.11	82652.75
TX	On Zayo Network	129.01	19740.60
GA	Not on Zayo Network	4734.76	123634.24
